"Country","Variable","Sex","Variant","Year","Age","Value"
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 60-64",6891
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 65-69",10433
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 65-69",4898
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 65-69",5535
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 70-74",8745
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 70-74",3975
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 70-74",4770
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 75-79",7512
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 75-79",3188
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 75-79",4324
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 80-84",5440
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 80-84",2100
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 80-84",3340
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 85-89",3108
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 85-89",1033
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 85-89",2075
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 90-94",1195
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 90-94",315
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 90-94",880
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 95-99",322
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 95-99",63
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 95-99",259
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2005"," 100+",49
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2005"," 100+",7
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2005"," 100+",42
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 0-4",20441
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 0-4",10441
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 0-4",10000
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 5-9",20549
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 5-9",10492
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 5-9",10056
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 10-14",20957
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 10-14",10720
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 10-14",10237
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 15-19",22095
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 15-19",11337
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 15-19",10758
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 20-24",21855
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 20-24",11160
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 20-24",10695
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 25-29",21411
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 25-29",10804
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 25-29",10608
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 30-34",20403
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 30-34",10218
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 30-34",10185
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 35-39",20376
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 35-39",10138
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 35-39",10238
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 40-44",21208
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 40-44",10533
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 40-44",10675
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 45-49",22735
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 45-49",11220
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 45-49",11515
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 50-54",22480
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 50-54",11028
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 50-54",11452
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 55-59",19944
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 55-59",9662
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 55-59",10281
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 60-64",16999
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 60-64",8124
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 60-64",8875
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 65-69",12549
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 65-69",5898
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 65-69",6651
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 70-74",9469
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 70-74",4349
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 70-74",5120
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 75-79",7435
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 75-79",3269
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 75-79",4166
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 80-84",5885
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 80-84",2357
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 80-84",3528
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 85-89",3538
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 85-89",1256
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 85-89",2282
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 90-94",1487
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 90-94",432
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 90-94",1054
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 95-99",371
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 95-99",82
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 95-99",289
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2010"," 100+",61
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2010"," 100+",10
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2010"," 100+",51
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 0-4",21094
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 0-4",10788
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 0-4",10306
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 5-9",20833
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 5-9",10632
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 5-9",10201
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 10-14",21117
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 10-14",10771
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 10-14",10346
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 15-19",21596
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 15-19",11025
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 15-19",10570
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 20-24",22695
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 20-24",11601
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 20-24",11094
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 25-29",22396
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 25-29",11385
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 25-29",11011
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 30-34",21846
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 30-34",10984
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 30-34",10863
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 35-39",20680
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 35-39",10329
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 35-39",10352
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 40-44",20467
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 40-44",10159
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 40-44",10308
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 45-49",21113
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 45-49",10454
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 45-49",10659
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 50-54",22426
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 50-54",11013
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 50-54",11413
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 55-59",21953
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 55-59",10689
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 55-59",11264
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 60-64",19221
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 60-64",9217
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 60-64",10004
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 65-69",16044
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 65-69",7561
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 65-69",8483
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 70-74",11456
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 70-74",5278
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 70-74",6179
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 75-79",8173
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 75-79",3641
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 75-79",4532
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 80-84",5836
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 80-84",2442
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 80-84",3394
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 85-89",3900
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 85-89",1441
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 85-89",2459
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 90-94",1734
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 90-94",541
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 90-94",1193
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 95-99",476
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 95-99",115
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 95-99",361
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2015"," 100+",73
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2015"," 100+",13
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2015"," 100+",61
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 0-4",21776
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 0-4",11138
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 0-4",10638
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 5-9",21486
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 5-9",10979
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 5-9",10507
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 10-14",21402
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 10-14",10911
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 10-14",10491
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 15-19",21758
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 15-19",11078
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 15-19",10680
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 20-24",22205
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 20-24",11297
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 20-24",10908
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 25-29",23243
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 25-29",11831
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 25-29",11412
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 30-34",22836
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 30-34",11569
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 30-34",11267
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 35-39",22126
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 35-39",11097
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 35-39",11029
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 40-44",20784
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 40-44",10358
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 40-44",10425
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 45-49",20403
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 45-49",10100
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 45-49",10303
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 50-54",20868
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 50-54",10288
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 50-54",10579
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 55-59",21947
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 55-59",10707
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 55-59",11240
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 60-64",21211
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 60-64",10233
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 60-64",10978
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 65-69",18210
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 65-69",8622
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 65-69",9588
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 70-74",14725
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 70-74",6813
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 70-74",7912
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 75-79",9970
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 75-79",4463
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 75-79",5507
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 80-84",6490
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 80-84",2758
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 80-84",3731
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 85-89",3925
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 85-89",1521
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 85-89",2404
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 90-94",1954
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 90-94",636
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 90-94",1318
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 95-99",570
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 95-99",148
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 95-99",422
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2020"," 100+",96
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2020"," 100+",18
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2020"," 100+",77
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 0-4",22374
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 0-4",11446
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 0-4",10928
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 5-9",22169
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 5-9",11330
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 5-9",10839
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 10-14",22056
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 10-14",11259
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 10-14",10797
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 15-19",22046
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 15-19",11220
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 15-19",10826
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 20-24",22375
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 20-24",11355
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 20-24",11020
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 25-29",22765
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 25-29",11537
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 25-29",11228
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 30-34",23690
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 30-34",12021
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 30-34",11669
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 35-39",23122
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 35-39",11687
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 35-39",11435
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 40-44",22233
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 40-44",11131
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 40-44",11103
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 45-49",20737
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 45-49",10312
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 45-49",10425
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 50-54",20201
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 50-54",9964
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 50-54",10237
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 55-59",20471
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 55-59",10035
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 55-59",10437
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 60-64",21266
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 60-64",10290
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 60-64",10976
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 65-69",20170
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 65-69",9620
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 65-69",10549
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 70-74",16804
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 70-74",7824
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 70-74",8980
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 75-79",12917
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 75-79",5820
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 75-79",7097
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 80-84",8009
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 80-84",3430
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 80-84",4579
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 85-89",4435
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 85-89",1751
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 85-89",2684
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 90-94",2008
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 90-94",688
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 90-94",1320
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 95-99",661
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 95-99",178
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 95-99",482
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2025"," 100+",119
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2025"," 100+",24
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2025"," 100+",95
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 0-4",22799
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 0-4",11665
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 0-4",11134
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 5-9",22768
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 5-9",11638
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 5-9",11130
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 10-14",22740
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 10-14",11610
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 10-14",11129
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 15-19",22702
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 15-19",11569
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 15-19",11133
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 20-24",22669
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 20-24",11502
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 20-24",11166
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 25-29",22943
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 25-29",11602
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 25-29",11341
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 30-34",23223
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 30-34",11735
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 30-34",11488
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 35-39",23982
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 35-39",12144
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 35-39",11838
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 40-44",23236
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 40-44",11726
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 40-44",11510
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 45-49",22191
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 45-49",11088
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 45-49",11103
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 50-54",20557
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 50-54",10191
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 50-54",10366
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 55-59",19858
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 55-59",9745
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 55-59",10113
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 60-64",19894
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 60-64",9681
"United States of America","Population by five-year age group and sex (thousands)","Female","Medium variant","2030"," 60-64",10213
"United States of America","Population by five-year age group and sex (thousands)","Total","Medium variant","2030"," 65-69",20299
"United States of America","Population by five-year age group and sex (thousands)","Male","Medium variant","2030"," 65-69",9722
